,Date,Org Code,Org name,A&E attendances Type 1,Attendances over 4hrs Type 1,Month,Year
1632,2022-08-01,R1F,ISLE OF WIGHT NHS TRUST,3733,1469,08,2022
1633,2022-08-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,27624,10010,08,2022
1634,2022-08-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,19385,7641,08,2022
1635,2022-08-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7210,3741,08,2022
1636,2022-08-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,6510,3376,08,2022
1637,2022-08-01,RCF,AIREDALE NHS FOUNDATION TRUST,5688,2510,08,2022
1638,2022-08-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,3710,184,08,2022
1639,2022-08-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",7126,2922,08,2022
1640,2022-08-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,13836,5772,08,2022
1641,2022-08-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11785,7898,08,2022
1642,2022-08-01,RH5,SOMERSET NHS FOUNDATION TRUST,6611,3585,08,2022
1643,2022-08-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,10482,3432,08,2022
1644,2022-08-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8681,4119,08,2022
1645,2022-08-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,12862,5835,08,2022
1646,2022-08-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6593,2976,08,2022
1647,2022-08-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,9375,2938,08,2022
1648,2022-08-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7587,3297,08,2022
1649,2022-08-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,8749,3022,08,2022
1650,2022-08-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,8746,3625,08,2022
1651,2022-08-01,RNZ,SALISBURY NHS FOUNDATION TRUST,4198,1721,08,2022
1652,2022-08-01,RQX,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,9986,1374,08,2022
1653,2022-08-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,17095,8506,08,2022
1654,2022-08-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",7640,3726,08,2022
1655,2022-08-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,11702,5015,08,2022
1656,2022-08-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8626,1418,08,2022
1657,2022-08-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11645,4820,08,2022
1658,2022-08-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11016,6023,08,2022
1659,2022-08-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9016,4768,08,2022
1660,2022-08-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11529,6086,08,2022
1661,2022-08-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,14682,0,08,2022
1662,2022-08-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7562,3765,08,2022
1663,2022-08-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,11624,4252,08,2022
1664,2022-08-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,11436,3639,08,2022
1665,2022-08-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,11387,0,08,2022
1666,2022-08-01,RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,18145,9507,08,2022
1667,2022-08-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,9992,4173,08,2022
1668,2022-08-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,11184,3728,08,2022
1669,2022-08-01,R1H,BARTS HEALTH NHS TRUST,26684,12490,08,2022
1670,2022-08-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,17923,0,08,2022
1671,2022-08-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5225,2357,08,2022
1672,2022-08-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4149,236,08,2022
1673,2022-08-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11989,3057,08,2022
1674,2022-08-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5674,2814,08,2022
1675,2022-08-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,13430,5781,08,2022
1676,2022-08-01,RM3,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,22860,11061,08,2022
1677,2022-08-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,7018,2553,08,2022
1678,2022-08-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,12347,5045,08,2022
1679,2022-08-01,RMC,BOLTON NHS FOUNDATION TRUST,9227,3979,08,2022
1680,2022-08-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8113,4500,08,2022
1681,2022-08-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,16607,7414,08,2022
1682,2022-08-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6720,2580,08,2022
1683,2022-08-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11327,5143,08,2022
1684,2022-08-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9924,5458,08,2022
1685,2021-02-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,4194,1536,02,2021
1686,2021-02-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,5303,502,02,2021
1687,2021-02-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,9569,1294,02,2021
1688,2021-02-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,5716,0,02,2021
1689,2021-02-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,8604,1967,02,2021
1690,2021-02-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",8642,4282,02,2021
1691,2021-02-01,RLQ,WYE VALLEY NHS TRUST,3854,972,02,2021
1692,2021-02-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2893,632,02,2021
1693,2021-02-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6002,1131,02,2021
1694,2021-02-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5687,356,02,2021
1695,2021-02-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,4435,1067,02,2021
1696,2021-02-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,8127,921,02,2021
1697,2021-02-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,7885,2432,02,2021
1698,2021-02-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,7162,2620,02,2021
1699,2021-02-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,6481,771,02,2021
1700,2021-02-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4299,2030,02,2021
1701,2021-02-01,RJN,EAST CHESHIRE NHS TRUST,2785,800,02,2021
1702,2020-02-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8402,816,02,2020
1703,2021-02-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,9933,2304,02,2021
1704,2021-02-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,4766,1339,02,2021
1705,2020-02-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5463,517,02,2020
1706,2021-02-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,2590,352,02,2021
1707,2020-02-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,12017,297,02,2020
1708,2021-02-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,12687,4355,02,2021
1709,2021-02-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3117,137,02,2021
1710,2021-02-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,4958,0,02,2021
1711,2020-02-01,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,4603,10,02,2020
1712,2021-02-01,RBK,WALSALL HEALTHCARE NHS TRUST,4768,1112,02,2021
1713,2020-02-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5639,367,02,2020
1714,2021-02-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4084,515,02,2021
1715,2021-02-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,5779,2142,02,2021
1716,2021-02-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6447,384,02,2021
1717,2021-02-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3864,1432,02,2021
1718,2021-02-01,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,4685,959,02,2021
1719,2021-02-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,3965,1679,02,2021
1720,2020-02-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7461,90,02,2020
1721,2021-02-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,3744,493,02,2021
1722,2021-02-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,9198,2515,02,2021
1723,2020-02-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11453,759,02,2020
1724,2021-02-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,8711,1712,02,2021
1725,2020-02-01,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5890,172,02,2020
1726,2021-02-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,5289,866,02,2021
1727,2020-02-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,10040,59,02,2020
1728,2021-02-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,6591,2104,02,2021
1729,2020-02-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,7305,302,02,2020
1730,2021-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4088,951,02,2021
1731,2021-02-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,5494,0,02,2021
1732,2020-02-01,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,13420,678,02,2020
1733,2021-02-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,9180,2341,02,2021
1734,2021-02-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,5981,1796,02,2021
1735,2021-02-01,RMC,BOLTON NHS FOUNDATION TRUST,6829,1770,02,2021
1736,2020-02-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,4442,1,02,2020
1737,2021-02-01,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6412,1434,02,2021
1738,2020-02-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3488,240,02,2020
1739,2021-02-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,3959,478,02,2021
1740,2021-02-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9468,3216,02,2021
1741,2021-02-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,6172,1584,02,2021
1742,2021-02-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,6813,741,02,2021
1743,2021-02-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,3865,311,02,2021
1744,2021-02-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4296,710,02,2021
1745,2021-02-01,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,6638,773,02,2021
1746,2020-02-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6370,674,02,2020
1747,2021-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2912,607,02,2021
1748,2020-02-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,12491,178,02,2020
1749,2021-02-01,RCF,AIREDALE NHS FOUNDATION TRUST,3833,617,02,2021
1750,2020-02-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5356,125,02,2020
1751,2021-02-01,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7337,622,02,2021
1752,2020-02-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,9504,415,02,2020
1753,2021-02-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,7847,1862,02,2021
1754,2020-02-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,19830,906,02,2020
1755,2021-02-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,7782,1931,02,2021
1756,2020-02-01,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6739,113,02,2020
1757,2021-02-01,RNZ,SALISBURY NHS FOUNDATION TRUST,2595,419,02,2021
1758,2020-02-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5889,183,02,2020
1759,2020-02-01,RBK,WALSALL HEALTHCARE NHS TRUST,6774,266,02,2020
1760,2021-02-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9235,2523,02,2021
1761,2020-02-01,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,8042,288,02,2020
1762,2021-02-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,4000,515,02,2021
1763,2020-02-01,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,11814,608,02,2020
1764,2021-02-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,6795,3207,02,2021
1765,2021-02-01,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,8175,0,02,2021
1766,2020-02-01,RJN,EAST CHESHIRE NHS TRUST,3746,164,02,2020
1767,2021-02-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,3316,243,02,2021
1768,2020-02-01,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9546,1207,02,2020
1769,2021-02-01,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2330,50,02,2021
1770,2020-02-01,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5562,95,02,2020
1771,2020-02-01,RNZ,SALISBURY NHS FOUNDATION TRUST,3882,142,02,2020
1772,2021-02-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4288,1150,02,2021
1773,2020-02-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9223,462,02,2020
1774,2021-02-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4183,378,02,2021
1775,2020-02-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10034,1158,02,2020
1776,2020-02-01,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,4568,0,02,2020
1777,2021-02-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6145,469,02,2021
1778,2021-02-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,12121,0,02,2021
1779,2020-02-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18226,1823,02,2020
1780,2020-02-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,14631,1021,02,2020
1781,2020-02-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8572,278,02,2020
1782,2021-02-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,6264,1924,02,2021
1783,2021-02-01,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,10490,0,02,2021
1784,2020-02-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,9694,518,02,2020
1785,2020-02-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,9192,412,02,2020
1786,2021-02-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,19138,1907,02,2021
1787,2020-02-01,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5604,336,02,2020
1788,2020-02-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,6745,644,02,2020
1789,2021-02-01,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5014,1000,02,2021
1790,2020-02-01,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,12645,1147,02,2020
1791,2021-02-01,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,9249,2836,02,2021
1792,2020-02-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10332,864,02,2020
1793,2021-02-01,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6475,1312,02,2021
1794,2021-02-01,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12956,2965,02,2021
1795,2020-02-01,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8270,899,02,2020
1796,2021-02-01,RVJ,NORTH BRISTOL NHS TRUST,5134,1461,02,2021
1797,2021-02-01,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,4585,1154,02,2021
1798,2020-02-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,8596,576,02,2020
1799,2020-02-01,RN7,DARTFORD AND GRAVESHAM NHS TRUST,9352,448,02,2020
1800,2021-02-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,13204,4258,02,2021
1801,2021-02-01,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,8855,1556,02,2021
1802,2020-02-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,7922,747,02,2020
1803,2020-02-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12687,569,02,2020
1804,2021-02-01,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,7007,732,02,2021
1805,2021-02-01,RJ6,CROYDON HEALTH SERVICES NHS TRUST,7546,1603,02,2021
1806,2020-02-01,RLQ,WYE VALLEY NHS TRUST,4892,93,02,2020
1807,2021-02-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,6478,668,02,2021
1808,2020-02-01,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3963,18,02,2020
1809,2021-02-01,RKE,WHITTINGTON HEALTH NHS TRUST,6304,826,02,2021
1810,2020-02-01,RMC,BOLTON NHS FOUNDATION TRUST,8896,457,02,2020
1811,2021-02-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,21769,6948,02,2021
1812,2020-02-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7368,496,02,2020
1813,2021-02-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,9973,3247,02,2021
1814,2020-02-01,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8180,39,02,2020
1815,2020-02-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6621,788,02,2020
1816,2021-02-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,8958,2168,02,2021
1817,2021-02-01,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,6109,785,02,2021
1818,2020-02-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,8294,703,02,2020
1819,2021-02-01,R1H,BARTS HEALTH NHS TRUST,15882,4049,02,2021
1820,2020-02-01,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,16107,1385,02,2020
1821,2020-02-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4675,0,02,2020
1822,2020-02-01,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,5799,59,02,2020
1823,2021-02-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,7709,2088,02,2021
1824,2020-02-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3694,9,02,2020
1825,2021-02-01,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,7549,1920,02,2021
1826,2020-02-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",14221,58,02,2020
1827,2020-02-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,5222,702,02,2020
1828,2021-02-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6394,689,02,2021
1829,2021-02-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,5972,1508,02,2021
1830,2021-02-01,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,7668,2237,02,2021
1831,2020-02-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11940,283,02,2020
1832,2021-02-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6164,1251,02,2021
1833,2020-02-01,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,7406,445,02,2020
1834,2021-02-01,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,6357,0,02,2021
1835,2020-02-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6343,681,02,2020
1836,2020-02-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,18397,74,02,2020
1837,2021-02-01,R1F,ISLE OF WIGHT NHS TRUST,2000,208,02,2021
1838,2021-02-01,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,4381,959,02,2021
1839,2021-02-01,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,7827,0,02,2021
1840,2020-02-01,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,5267,292,02,2020
1841,2020-02-01,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10851,465,02,2020
1842,2021-02-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,4746,1825,02,2021
1843,2020-02-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,9004,749,02,2020
1844,2020-02-01,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,9798,661,02,2020
1845,2020-02-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,5279,739,02,2020
1846,2021-02-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,8677,1521,02,2021
1847,2020-02-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8777,371,02,2020
1848,2021-02-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,5786,1936,02,2021
1849,2020-02-01,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,11170,1246,02,2020
1850,2021-02-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,5468,1544,02,2021
1851,2020-02-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,18680,739,02,2020
1852,2021-02-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,6445,644,02,2021
1853,2020-02-01,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,6328,184,02,2020
1854,2021-02-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8920,1514,02,2021
1855,2020-02-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10057,1566,02,2020
1856,2021-02-01,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7340,2349,02,2021
1857,2020-02-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,7445,711,02,2020
1858,2021-02-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,3666,1063,02,2021
1859,2020-02-01,RKE,WHITTINGTON HEALTH NHS TRUST,8732,355,02,2020
1860,2021-02-01,RH5,SOMERSET NHS FOUNDATION TRUST,4284,910,02,2021
1861,2020-02-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5738,50,02,2020
1862,2021-02-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,10378,0,02,2021
1863,2021-02-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,10529,2992,02,2021
1864,2021-02-01,RPA,MEDWAY NHS FOUNDATION TRUST,3839,1314,02,2021
1865,2020-02-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,16042,645,02,2020
1866,2020-02-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8030,0,02,2020
1867,2021-02-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,16386,4691,02,2021
1868,2020-02-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,11342,1376,02,2020
1869,2021-02-01,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,14354,3879,02,2021
1870,2021-02-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6320,0,02,2021
1871,2020-02-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8889,330,02,2020
1872,2020-02-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,29552,4307,02,2020
1873,2020-02-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,6137,842,02,2020
1874,2020-02-01,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,7315,274,02,2020
1875,2021-02-01,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,7802,1442,02,2021
1876,2020-02-01,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9102,1385,02,2020
1877,2020-02-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,11967,399,02,2020
1878,2021-02-01,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,7031,1276,02,2021
